id_client,type_client,secteur_activite,taille_entreprise,statut_juridique,annee_creation,anciennete_relation_ifc,score_risque_pays,diversification_geographique,exposure_externe,pays_implantation,region,ville,zone_urbaine_rurale,indice_developpement_local,accessibilite_infrastructure,risque_climatique_local,risque_securitaire,dynamisme_economique_local,distance_centre_economique,exposition_risque_naturel,distance_hub_logistique,indice_conflit_local,chiffre_affaires,croissance_ca,stabilite_revenus,diversification_revenus,ratio_revenus_ifs,marge_brute,marge_operationnelle,ebitda,resultat_net,roe,roa,marge_net_operating,total_actifs,total_passifs,ratio_endettement,ratio_autonomie_financiere,levier_financier,ratio_liquidite_generale,ratio_liquidite_immediate,fonds_roulement,BFR,tresorerie_nette,liquidite_immediate_ajustee,encours_dette,service_dette,DSCR,capacite_endettement,maturite_dette,montant_moyen_transaction,frequence_transactions,revenus_recurrents,charges_recurrentes,solde_moyen,volatilite_solde,incidents_paiement,retards_paiement,nb_incidents,duree_relation_banque,utilisation_decouvert,taux_transactions_digitales,score_maturite_digitale,adoption_mobile_banking,score_innovation,risque_sectoriel,cyclicite_secteur,concurrence_marche,exposition_choc_eco,type_intervention_ifc,exposition_ifc,part_ifc_dans_financement,categorie_esg_ifc,impact_environnemental,gestion_risques_env,plan_reduction_carbone,impact_social,respect_normes_travail,inclusion_genre,taux_femmes_cadres,politique_sante_securite,qualite_management,transparence_financiere,structure_conseil,risque_corruption,code_ethique,score_gouvernance_ifc,stabilite_pays,croissance_pays,inflation,taux_change_risque,volatilite_devise,croissance_local,probabilite_defaut,perte_en_cas_defaut,exposition_defaut,score_credit,classe_risque
1271,Entreprise,Finance,PME,Public,1992,11,0.35,9,0.32,Senegal,Sud,New Delhi,Rural,0.89,0.66,0.19,0.22,0.42,12,0.11,149,0.26,8947260,0.18,0.17,3,0.15,0.12,0.34,1223303,641353,0.07,-0.04,0.62,6245683,785245,1.52,0.07,0.17,0.61,1.77,172229,387751,791920,303248,1519870,456259,2.71,0.65,7,3354,33,32391,59262,408065,0.86,1,1,3,19,0.33,0.27,0.19,0.28,0.3,0.26,0.64,0.21,0.6,PPP,1897268,0.18,B,0.03,0.2,0,0.4,0.04,0.32,0.16,0.25,0.38,0.63,0.22,0.02,1,0.2,0.18,0.026,0.048,0.13,0.31,0.02,0.3,0.34,2962821,0.41200000000000003,Moyen
1272,Entreprise,Agriculture,Grande,Public,1991,2,0.31,4,0.06,Romania,Nord,Kyiv,Rural,0.41,0.65,0.66,0.44,0.83,7,0.16,6,0.23,8769514,0.12,0.23,2,0.19,0.29,0.22,1502049,325090,-0.01,-0.07,0.38,19898155,221091,2.07,0.99,0.03,1.17,0.32,489134,292907,413926,95376,2853326,35039,2.74,0.33,4,3927,26,97275,63495,285651,0.76,0,1,2,6,0.53,0.44,0.72,0.53,0.44,0.31,0.68,0.31,0.02,Equity,3656489,0.23,FI,0.47,0.15,1,0.24,0.28,0.38,0.28,0.06,0.44,0.43,0.24,0.43,0,0.18,0.23,0.038,0.052,0.46,0.39,0.03,0.54,0.31,234593,0.527,Moyen
1273,Institution_financiere,Finance,PME,Public,2016,4,0.56,9,0.12,Bulgaria,Ouest,Taskhkent,Rural,0.14,0.45,0.49,0.13,0.38,88,0.26,75,0.3,4089071,0.2,0.09,4,0.58,0.07,0.17,1065172,348683,0.13,-0.08,0.19,19076358,12590431,0.04,0.09,3.37,1.26,0.61,178664,339320,631615,140771,3279624,11375,0.87,0.59,1,1184,62,18717,35261,69419,0.88,0,0,2,2,0.42,0.62,0.4,0.64,0.82,0.14,0.17,0.17,0.35,Equity,668028,0.41,B,0.29,0.24,0,0.22,0.38,0.15,0.2,0.38,0.19,0.05,0.24,0.45,1,0.51,0.31,0.059,0.076,0.11,0.35,0.07,0.11,0.32,2957468,0.249,Faible
1274,Entreprise,Sante,TPE,SAS,1989,16,0.2,12,0.35,Côte d’Ivoire,Est,Accra,Rural,0.35,0.26,0.35,0.33,0.55,28,0.53,39,0.29,9896081,0.07,0.69,2,0.3,0.26,0.55,373225,456917,0.05,0.08,0.38,12460878,326355,0.07,0.83,0.59,1.48,0.15,416177,489168,693124,469579,135757,160606,1.34,0.31,1,1596,76,7119,51217,432476,0.92,0,3,1,15,0.32,0.53,0.38,0.1,0.67,0.19,0.24,0.33,0.35,PPP,1908438,0.63,FI,0.33,0.04,0,0.49,0.11,0.21,0.14,0.09,0.4,0.36,0.02,0.18,0,0.34,0.22,0.056,-0.006,0.22,0.49,0.02,0.11,0.61,866960,0.37,Faible
1275,Entreprise,Finance,PME,Public,1988,9,0.34,10,0.23,Philippines,Sud,Yamoussoukro,Urbain,0.11,0.48,0.13,0.42,0.62,75,0.32,187,0.29,4677009,-0.03,0.59,3,0.31,0.4,0.39,1332840,891489,0.3,0.11,0.59,11950290,11592545,0.05,0.35,0.27,2.3,1.77,294184,307007,981381,62705,647869,22532,1.35,0.81,6,224,77,34802,25499,78874,0.82,1,0,3,15,0.1,0.1,0.07,0.85,0.13,0.11,0.13,0.19,0.33,Equity,3872231,0.48,A,0.35,0.07,1,0.26,0.08,0.21,0.41,0.32,0.31,0.24,0.27,0.47,1,0.23,0.16,0.07,0.082,0.01,0.27,0.0,0.3,0.23,1494667,0.373,Faible
1276,Institution_financiere,Industrie,Grande,SA,1986,9,0.34,5,0.44,Bangladesh,Nord,Beijing,Rural,0.51,0.31,0.07,0.39,0.22,96,0.34,148,0.16,1614437,-0.11,0.68,1,0.56,0.24,0.1,1108865,957529,0.11,-0.03,0.14,3562799,14621756,1.35,0.61,0.26,2.44,0.48,256404,192118,10172,-23139,3330973,206896,1.23,0.97,3,2251,64,96574,50775,373917,0.56,1,3,1,6,0.23,0.37,0.79,0.27,0.91,0.83,0.43,0.06,0.07,Pret,1398252,0.4,B,0.24,0.2,1,0.25,0.64,0.02,0.17,0.25,0.23,0.43,0.26,0.21,1,0.74,0.46,0.02,0.075,0.54,0.12,0.02,0.23,0.87,1844594,0.428,Moyen
1277,PPP,Industrie,Grande,SA,1981,10,0.47,7,0.38,Philippines,Ouest,Pretoria,Rural,0.48,0.85,0.17,0.19,0.35,20,0.22,84,0.11,9616359,-0.1,0.46,7,0.08,0.2,0.49,1027548,913113,-0.07,0.05,0.25,6913081,4459347,0.34,0.3,0.08,2.77,1.43,221301,-8179,-40878,419742,4277862,332457,1.54,0.14,8,3964,55,47920,17895,472027,0.97,1,1,2,3,0.12,0.53,0.22,0.81,0.6,0.27,0.51,0.24,0.4,PPP,2675924,0.12,A,0.4,0.31,1,0.02,0.01,0.22,0.3,0.27,0.31,0.34,0.18,0.2,0,0.16,0.05,0.017,0.067,0.27,0.39,0.03,0.43,0.76,1822882,0.611,Moyen
1278,PPP,Infrastructure,PME,SAS,2002,16,0.13,14,0.13,Kazakhstan,Ouest,Pretoria,Urbain,0.69,0.55,0.08,0.49,0.32,92,0.1,192,0.35,4673050,0.1,0.42,6,0.31,0.07,0.13,117750,959567,0.28,0.06,0.1,5611185,4001244,2.37,0.37,3.48,0.71,0.31,434618,321131,652214,316883,4323188,131906,1.67,0.76,7,9154,62,16316,40517,301895,0.16,1,0,0,17,0.1,0.54,0.68,0.39,0.43,0.2,0.09,0.16,0.48,PPP,2917620,0.16,FI,0.19,0.17,1,0.22,0.34,0.35,0.24,0.37,0.16,0.12,0.23,0.27,1,0.24,0.66,0.049,0.066,0.42,0.26,0.03,0.38,0.46,2846349,0.48000000000000004,Moyen
1279,Institution_financiere,Industrie,TPE,SAS,2018,4,0.33,5,0.19,Côte d’Ivoire,Sud,Astana,Urbain,0.49,0.47,0.39,0.22,0.75,65,0.5,118,0.32,9872092,-0.11,0.32,1,0.77,0.33,0.23,1209398,755844,-0.06,0.17,0.22,2236055,3246981,0.7,0.28,4.9,2.0,0.0,-4602,-426,90480,159403,1639698,229260,1.82,0.0,8,4780,7,93594,30534,472124,0.19,1,3,1,6,0.4,0.12,0.62,0.55,0.06,0.3,0.15,0.21,0.3,PPP,338098,0.39,FI,0.12,0.24,0,0.43,0.24,0.14,0.26,0.42,0.53,0.29,0.09,0.3,1,0.44,0.55,0.055,0.061,0.16,0.88,0.03,0.3,0.3,1725735,0.352,Faible
1280,Secteur_public,Education,PME,Public,2019,12,0.4,1,0.22,Bangladesh,Nord,Cairo,Rural,0.26,0.76,0.42,0.2,0.68,27,0.41,152,0.37,5667529,0.05,0.24,9,0.31,0.18,0.45,1152957,407679,0.25,-0.06,0.15,980542,4607528,0.48,0.21,2.8,0.8,1.7,110950,2937,800759,421889,3679265,189617,0.61,0.44,4,539,51,55965,42283,38739,0.32,1,0,3,1,0.29,0.65,0.36,0.51,0.36,0.19,0.45,0.25,0.24,Pret,2912621,0.71,B,0.2,0.22,0,0.5,0.23,0.13,0.3,0.25,0.16,0.06,0.06,0.25,1,0.32,0.35,0.047,0.064,0.38,0.23,0.02,0.16,0.71,1560545,0.42899999999999994,Moyen
1281,Entreprise,Finance,TPE,SARL,2018,9,0.26,2,0.31,Benin,Nord,Sofia,Urbain,0.29,0.68,0.6,0.59,0.59,16,0.43,41,0.33,5551658,0.02,0.12,6,0.14,0.14,0.11,892315,102196,0.05,0.14,0.33,4478847,149604,1.03,0.36,3.27,2.52,1.88,370626,-27560,400857,477669,3611548,21004,1.08,0.75,6,436,70,94600,12303,443727,0.16,0,0,1,2,0.11,0.95,0.14,0.78,0.41,0.28,0.16,0.35,0.12,Pret,4913411,0.43,A,0.04,0.33,0,0.33,0.41,0.16,0.16,0.15,0.17,0.28,0.46,0.19,0,0.38,0.1,0.024,0.087,0.27,0.27,0.05,0.42,0.52,2521854,0.49,Moyen
1282,Entreprise,Industrie,PME,SAS,2000,8,0.32,11,0.09,India,Sud,Sofia,Rural,0.26,0.23,0.34,0.29,0.72,36,0.33,119,0.68,6429662,-0.01,0.83,5,0.46,0.33,0.29,979087,478452,0.15,0.13,0.17,17954359,4545188,0.67,0.87,3.53,1.37,1.79,153415,215870,730887,-11759,272709,495292,2.11,0.72,7,8162,86,49800,64713,132912,0.66,1,1,2,2,0.2,0.56,0.76,0.83,0.92,0.31,0.37,0.15,0.25,Equity,1830939,0.49,A,0.07,0.33,0,0.38,0.51,0.07,0.44,0.48,0.23,0.04,0.53,0.31,0,0.32,0.15,0.047,0.014,0.32,0.35,0.05,0.14,0.81,1419111,0.44899999999999995,Moyen
1283,Secteur_public,Sante,Grande,SAS,2002,16,0.09,5,0.44,Indonesia,Ouest,Belgrade,Urbain,0.53,0.46,0.14,0.15,0.6,70,0.3,90,0.18,2831616,0.12,0.59,1,0.36,0.42,0.12,930979,-34645,-0.1,0.1,0.15,15659508,3796126,2.18,0.08,0.42,0.8,0.32,9367,123716,136522,282579,2957640,91413,2.16,0.93,4,3894,5,92356,63232,23316,0.41,0,4,0,13,0.04,0.54,0.53,0.53,0.68,0.44,0.42,0.34,0.59,Pret,3222939,0.19,FI,0.09,0.43,0,0.11,0.37,0.15,0.13,0.18,0.34,0.15,0.1,0.31,1,0.37,0.19,-0.019,0.006,0.39,0.41,0.06,0.6,0.69,804955,0.633,Moyen
1284,PPP,Agriculture,TPE,Public,2008,0,0.51,6,0.24,Turkey,Ouest,Porto-Novo,Urbain,0.6,0.58,0.18,0.1,0.72,10,0.06,67,0.27,6918262,0.02,0.12,5,0.25,0.43,0.46,1791125,156287,0.08,-0.03,0.51,6013146,10974830,1.08,0.01,3.27,1.53,1.7,372880,-3845,8014,-15597,3983545,66351,2.02,0.9,8,5612,67,57847,24955,127432,0.27,1,0,2,14,0.32,0.4,0.79,0.54,0.82,0.21,0.27,0.35,0.2,Pret,984802,0.33,A,0.57,0.36,0,0.55,0.53,0.52,0.26,0.1,0.29,0.27,0.39,0.17,1,0.14,0.55,0.079,0.002,0.33,0.15,0.07,0.48,0.51,1765125,0.5650000000000001,Moyen
1285,Fonds,Agriculture,TPE,Public,1993,3,0.19,7,0.22,Peru,Nord,Brasilia,Urbain,0.61,0.37,0.35,0.26,0.36,44,0.31,38,0.41,5109272,0.01,0.74,2,0.23,0.42,0.26,1364641,732132,-0.1,-0.08,0.38,10409440,9940308,2.33,0.24,4.27,1.95,1.3,189249,9588,826928,309433,3263479,277460,1.01,0.49,9,2930,40,4499,64767,499964,0.82,1,1,3,17,0.35,0.67,0.55,0.29,0.21,0.31,0.38,0.32,0.44,Pret,818712,0.19,A,0.3,0.54,1,0.83,0.4,0.24,0.09,0.12,0.21,0.25,0.5,0.2,1,0.41,0.19,0.023,0.034,0.28,0.3,0.02,0.31,0.26,4929427,0.351,Faible
1286,Fonds,Infrastructure,TPE,SAS,2005,3,0.46,2,0.28,Egypt,Nord,Yamoussoukro,Urbain,0.8,0.57,0.44,0.09,0.64,19,0.36,38,0.4,4805896,0.04,0.62,7,0.21,0.08,0.29,430481,596678,-0.08,0.13,0.33,4515885,4848804,2.45,0.85,4.15,2.66,1.94,-10468,194290,-32871,282808,2819056,136722,1.54,0.83,5,8345,90,24551,23166,232413,0.18,0,3,2,9,0.31,0.16,0.68,0.48,0.24,0.18,0.62,0.23,0.56,Pret,2392130,0.53,FI,0.18,0.19,0,0.71,0.17,0.36,0.22,0.31,0.19,0.4,0.41,0.36,0,0.29,0.35,0.047,0.018,0.14,0.51,0.03,0.36,0.86,1788344,0.58,Moyen
1287,Fonds,Agriculture,Grande,SARL,1984,17,0.32,10,0.44,India,Est,Rabat,Urbain,0.49,0.71,0.38,0.44,0.88,74,0.44,28,0.09,6346746,0.04,0.08,6,0.23,0.53,0.3,363864,800779,-0.12,0.07,0.42,9720305,7200932,1.77,0.93,1.48,2.2,0.38,47362,248441,-28563,318488,3672775,113486,1.81,1.0,3,1600,74,12922,96532,408199,0.9,1,2,0,9,0.52,0.9,0.84,0.91,0.46,0.21,0.46,0.01,0.06,PPP,2328094,0.13,FI,0.26,0.17,1,0.32,0.18,0.21,0.34,0.16,0.61,0.16,0.06,0.29,0,0.2,0.26,0.046,0.066,0.17,0.15,0.03,0.63,0.68,3679043,0.679,Moyen
1288,PPP,Finance,PME,SAS,2010,8,0.33,9,0.19,India,Est,Pretoria,Rural,0.45,0.38,0.33,0.3,0.3,90,0.09,10,0.67,160494,0.07,0.43,4,0.36,0.13,0.29,739468,55290,0.02,0.09,0.41,19638786,12700491,1.87,0.81,0.07,2.26,0.45,-6546,341554,902412,498984,1931023,131630,0.93,0.58,6,9109,92,8827,25965,472498,0.49,0,1,1,3,0.33,0.64,0.23,0.46,0.71,0.41,0.51,0.41,0.58,PPP,721653,0.38,A,0.42,0.23,0,0.35,0.31,0.29,0.39,0.28,0.18,0.12,0.26,0.29,1,0.65,0.2,0.03,0.072,0.14,0.7,0.04,0.37,0.46,4773038,0.393,Faible
1289,PPP,Infrastructure,Grande,Public,2004,17,0.25,6,0.1,Peru,Est,Bogota,Rural,0.81,0.28,0.06,0.2,0.27,98,0.14,152,0.22,7216937,0.17,0.52,3,0.09,0.72,0.46,1210416,942899,0.06,0.16,0.17,15858616,4218689,0.85,0.04,3.32,2.11,1.81,475467,116697,590843,411747,393989,311503,2.89,0.66,7,6486,61,52754,20404,239917,0.54,0,0,3,7,0.34,0.2,0.2,0.48,0.75,0.59,0.15,0.43,0.25,Pret,4418286,0.17,A,0.22,0.46,0,0.33,0.37,0.74,0.36,0.4,0.53,0.27,0.62,0.08,1,0.22,0.2,-0.002,-0.017,0.49,0.45,0.04,0.26,0.59,476066,0.463,Moyen
1290,Secteur_public,Finance,TPE,Public,2010,13,0.37,2,0.25,Ukraine,Nord,Taskhkent,Urbain,0.59,0.13,0.36,0.12,0.25,65,0.06,62,0.32,3285770,0.03,0.94,5,0.6,0.47,0.43,50373,940711,-0.07,-0.06,0.33,7426813,6129532,1.94,0.2,3.55,1.25,1.91,369432,499718,237065,150088,2217930,496053,1.86,0.08,5,6883,95,38739,73312,482609,0.48,0,2,4,1,0.05,0.63,0.41,0.22,0.66,0.18,0.41,0.64,0.33,Pret,1143126,0.33,B,0.45,0.22,0,0.11,0.36,0.23,0.64,0.27,0.23,0.21,0.23,0.11,0,0.31,0.4,-0.002,0.073,0.03,0.25,0.02,0.4,0.74,3556232,0.56,Moyen
1291,Entreprise,Sante,PME,SAS,1999,14,0.16,2,0.07,Egypt,Nord,Bogota,Urbain,0.14,0.59,0.52,0.09,0.22,74,0.31,104,0.41,1684112,0.11,0.27,3,0.25,0.4,0.23,1820560,272843,0.11,-0.04,0.51,19989292,4746574,1.52,0.33,4.69,0.53,0.82,187535,314849,536317,359110,573351,14917,0.66,0.98,9,8128,92,72578,56108,164441,0.17,0,0,3,13,0.21,0.49,0.59,0.77,0.25,0.41,0.17,0.58,0.2,Equity,4580725,0.2,FI,0.17,0.19,1,0.12,0.77,0.19,0.11,0.18,0.15,0.4,0.11,0.44,1,0.11,0.31,0.024,0.081,0.28,0.26,0.06,0.73,0.24,4509468,0.615,Moyen
1292,Secteur_public,Infrastructure,Grande,SARL,1996,5,0.64,3,0.3,Chile,Nord,Bucharest,Urbain,0.73,0.32,0.31,0.34,0.73,62,0.27,180,0.14,7028361,-0.01,0.66,9,0.53,0.4,0.27,1544922,-41524,-0.06,0.03,0.02,11160855,8322008,2.1,0.68,0.43,2.03,1.96,389126,116275,53724,496416,1786164,36629,2.44,0.92,6,3080,83,16892,67880,351849,0.53,0,0,0,12,0.73,0.4,0.48,0.87,0.35,0.11,0.33,0.19,0.11,PPP,3884924,0.07,FI,0.16,0.21,1,0.06,0.21,0.58,0.46,0.53,0.28,0.14,0.1,0.01,0,0.32,0.3,0.014,0.023,0.42,0.07,0.02,0.23,0.31,2688544,0.344,Faible
1293,Secteur_public,Tech,TPE,SAS,1981,9,0.13,1,0.23,India,Ouest,Santiago,Rural,0.16,0.73,0.12,0.09,0.29,33,0.32,112,0.44,4184624,-0.04,0.86,6,0.35,0.06,0.16,373770,385192,0.06,0.01,0.08,4487431,2733085,2.01,0.33,4.8,1.54,0.15,129915,-21131,422718,-37446,2869104,56400,3.0,0.47,5,2501,49,44907,80328,133395,0.72,0,1,2,19,0.22,0.34,0.56,0.33,0.54,0.12,0.41,0.08,0.47,PPP,2328927,0.08,FI,0.53,0.23,1,0.21,0.48,0.3,0.17,0.34,0.31,0.07,0.23,0.27,0,0.32,0.08,0.019,0.039,0.23,0.2,0.05,0.48,0.64,4141367,0.568,Moyen
1294,PPP,Education,TPE,SAS,2004,14,0.57,9,0.1,India,Sud,Kyiv,Rural,0.48,0.21,0.22,0.3,0.54,90,0.45,71,0.13,6078855,0.06,0.76,2,0.27,0.17,0.27,1822757,43420,0.14,0.18,0.7,18288159,312073,2.08,0.49,0.1,1.03,1.37,319919,22560,-40261,383460,2982656,236523,0.87,0.47,6,6639,51,68086,88495,97743,0.41,0,0,4,13,0.51,0.52,0.51,0.47,0.39,0.33,0.17,0.42,0.61,Pret,3180932,0.08,FI,0.32,0.58,0,0.15,0.5,0.19,0.37,0.21,0.19,0.04,0.14,0.5,1,0.21,0.31,0.04,0.028,0.07,0.63,0.03,0.66,0.85,161989,0.743,Eleve
1295,Fonds,Education,Grande,Public,1992,3,0.13,14,0.54,South Africa,Nord,Pretoria,Rural,0.62,0.53,0.04,0.24,0.67,98,0.36,152,0.33,3088153,0.04,0.5,7,0.24,0.26,0.34,1478995,806377,-0.17,-0.0,0.11,9249276,7261029,2.56,0.04,2.21,2.91,1.6,42403,73848,421725,80937,3827646,272940,0.57,0.58,9,6127,76,2720,73361,361289,0.87,1,0,0,18,0.37,0.44,0.69,0.18,0.34,0.44,0.1,0.18,0.32,Pret,1898521,0.18,FI,0.43,0.49,1,0.18,0.8,0.64,0.34,0.17,0.12,0.18,0.59,0.3,1,0.47,0.12,0.021,0.06,0.55,0.01,0.04,0.16,0.62,2235165,0.372,Faible
1296,Projet_SPV,Finance,Grande,SARL,2018,17,0.59,10,0.22,Uzbekistan,Ouest,Manila,Urbain,0.42,0.51,0.21,0.1,0.66,37,0.1,95,0.29,5869636,-0.02,0.38,8,0.48,0.27,0.33,1747492,760769,0.23,0.17,0.08,14659763,1493767,1.77,0.04,2.03,1.48,1.77,461252,319311,271147,263449,3268208,477124,1.87,0.73,2,6101,90,49307,57762,358478,0.78,0,0,3,8,0.52,0.26,0.2,0.76,0.48,0.23,0.17,0.5,0.18,PPP,1003601,0.14,A,0.19,0.28,1,0.34,0.28,0.19,0.54,0.55,0.23,0.23,0.16,0.08,0,0.4,0.21,0.048,0.006,0.2,0.19,0.03,0.68,0.24,1238485,0.532,Moyen
1297,Entreprise,Agriculture,Grande,SA,2007,17,0.02,11,0.46,Benin,Nord,Sofia,Rural,0.28,0.16,0.09,0.74,0.45,13,0.3,114,0.12,5875931,0.11,0.74,9,0.32,0.3,0.01,1181228,298157,-0.02,0.06,0.53,905737,7135561,2.34,0.73,0.06,1.14,0.72,386535,188336,166253,353704,4477680,115463,0.64,0.72,5,7537,98,3377,92127,437359,0.57,0,1,2,5,0.14,0.57,0.36,0.76,0.59,0.59,0.49,0.1,0.26,Pret,1221764,0.38,A,0.06,0.17,1,0.31,0.37,0.21,0.25,0.44,0.48,0.25,0.36,0.76,1,0.64,0.18,0.025,0.051,0.25,0.19,0.06,0.22,0.5,2773815,0.332,Faible
1298,PPP,Tech,TPE,SARL,2021,16,0.29,4,0.43,Bulgaria,Sud,Cairo,Urbain,0.51,0.37,0.11,0.16,0.21,94,0.24,50,0.37,6241228,-0.13,0.72,4,0.41,0.5,0.13,48675,953241,0.06,-0.07,0.18,18559613,13825363,0.98,0.11,3.76,0.52,1.35,257080,282023,434744,464717,2137141,334968,0.71,0.65,2,8717,75,8561,54768,276126,0.28,1,0,0,14,0.66,0.22,0.33,0.26,0.08,0.23,0.1,0.76,0.06,Equity,3849106,0.32,B,0.25,0.36,0,0.28,0.59,0.08,0.2,0.27,0.22,0.35,0.26,0.23,1,0.12,0.65,0.032,0.006,0.15,0.1,0.05,0.33,0.58,4177550,0.515,Moyen
1299,Fonds,Infrastructure,Grande,SAS,1985,11,0.26,5,0.12,Kenya,Nord,Yamoussoukro,Urbain,0.73,0.48,0.17,0.15,0.7,88,0.18,166,0.1,3148617,0.09,0.55,1,0.36,0.38,0.25,1995604,459631,0.02,0.1,0.25,4055720,6223610,2.38,0.28,0.08,2.44,1.82,247773,429333,398898,486867,1257122,428896,1.84,0.29,4,5451,92,20401,63686,45409,0.71,1,2,1,18,0.14,0.25,0.91,0.45,0.39,0.37,0.23,0.61,0.28,Pret,1832152,0.2,A,0.25,0.19,0,0.02,0.04,0.07,0.06,0.12,0.13,0.21,0.11,0.19,1,0.55,0.08,0.018,0.038,0.37,0.4,0.04,0.24,0.43,1886275,0.33899999999999997,Faible
1300,Projet_SPV,Tech,TPE,SAS,1982,6,0.44,7,0.17,Indonesia,Ouest,Hanoi,Urbain,0.31,0.61,0.11,0.47,0.66,98,0.28,69,0.29,3162210,0.01,0.23,8,0.24,0.28,0.35,84802,380296,0.27,0.12,0.75,6447291,5102061,0.94,0.0,4.06,0.95,1.99,342569,131674,456338,262695,3127568,326254,2.89,0.54,5,1238,95,23310,20806,361041,0.32,1,4,0,12,0.27,0.41,0.19,0.5,0.79,0.44,0.61,0.29,0.3,Pret,3254296,0.34,FI,0.02,0.32,1,0.39,0.06,0.16,0.43,0.31,0.52,0.13,0.21,0.21,0,0.09,0.3,0.038,0.017,0.21,0.35,0.05,0.27,0.53,1404015,0.4760000000000001,Moyen
1301,Projet_SPV,Tech,Grande,SAS,2014,15,0.04,1,0.06,Morocco,Nord,Sofia,Urbain,0.41,0.66,0.18,0.25,0.2,37,0.26,146,0.2,6477372,-0.0,0.2,1,0.52,0.41,0.29,867114,761426,-0.11,-0.05,0.24,3255397,8927515,1.09,0.55,1.59,1.51,1.83,436548,161171,681220,78088,2590483,236214,0.7,0.55,8,5005,39,68789,35373,207809,0.18,0,0,0,2,0.41,0.53,0.5,0.53,0.43,0.45,0.28,0.23,0.28,PPP,781023,0.09,FI,0.25,0.23,0,0.8,0.22,0.38,0.11,0.5,0.24,0.53,0.33,0.19,0,0.57,0.09,0.034,-0.011,0.25,0.45,0.04,0.22,0.68,2977358,0.4,Faible
1302,PPP,Agriculture,TPE,SARL,1997,10,0.05,3,0.41,India,Nord,Abuja,Rural,0.92,0.72,0.32,0.16,0.44,19,0.34,99,0.19,1462278,0.22,0.49,5,0.36,0.31,0.26,1340666,636889,0.11,0.03,0.14,16391414,6222260,2.62,0.54,0.95,2.0,1.48,30,499794,362768,238927,349842,285810,1.89,0.49,2,2758,71,51739,17043,467597,0.16,0,2,1,10,0.12,0.36,0.65,0.82,0.28,0.21,0.32,0.51,0.16,PPP,2434505,0.22,B,0.18,0.3,0,0.57,0.34,0.43,0.03,0.81,0.15,0.17,0.36,0.26,1,0.26,0.12,0.047,-0.012,0.14,0.13,0.03,0.34,0.34,529557,0.42000000000000004,Moyen
1303,Institution_financiere,Infrastructure,TPE,Public,1990,13,0.43,14,0.68,Pakistan,Nord,Lima,Rural,0.32,0.27,0.45,0.36,0.2,66,0.03,177,0.21,7299109,0.16,0.89,2,0.25,0.18,0.34,174341,15162,0.21,-0.06,0.49,13329771,3678188,0.75,0.45,2.48,0.67,1.27,271320,376998,898719,-35952,2553484,315777,1.77,0.07,7,2932,12,81569,42545,440528,0.51,1,1,1,19,0.41,0.7,0.57,0.16,0.37,0.15,0.31,0.62,0.18,Equity,4868181,0.04,C,0.19,0.21,1,0.37,0.13,0.3,0.32,0.33,0.23,0.08,0.05,0.15,1,0.08,0.41,0.048,0.046,0.24,0.41,0.01,0.26,0.61,3141947,0.497,Moyen
1304,Entreprise,Sante,PME,SAS,1999,2,0.21,3,0.06,Chile,Est,Kyiv,Urbain,0.46,0.65,0.22,0.37,0.25,30,0.31,17,0.59,6809208,0.11,0.62,8,0.15,0.24,0.24,1232240,685092,0.01,-0.05,0.4,12885529,8177631,2.21,0.79,0.13,1.6,1.49,340213,402499,34805,84430,2343565,201170,2.04,0.89,9,2187,39,14183,43373,447712,0.19,1,3,2,3,0.2,0.43,0.44,0.21,0.94,0.21,0.44,0.47,0.3,Pret,4028717,0.2,C,0.26,0.28,1,0.44,0.15,0.15,0.36,0.13,0.62,0.09,0.43,0.37,1,0.16,0.07,0.025,-0.028,0.15,0.16,0.02,0.18,0.84,1910025,0.51,Moyen
1305,Projet_SPV,Agriculture,Grande,SAS,1984,18,0.33,2,0.19,Benin,Nord,Islamabad,Urbain,0.59,0.37,0.46,0.47,0.78,86,0.07,119,0.23,6164249,-0.01,0.34,5,0.27,0.25,0.25,1088161,139349,-0.03,0.11,0.07,11926821,14702167,0.7,0.38,0.82,0.61,0.67,155374,375839,334575,83091,417736,255672,2.7,0.32,4,3166,47,11668,42600,480965,0.31,0,1,7,12,0.62,0.67,0.59,0.16,0.4,0.17,0.38,0.29,0.26,Pret,3252161,0.19,A,0.42,0.29,1,0.3,0.42,0.13,0.16,0.3,0.31,0.21,0.18,0.53,1,0.37,0.54,0.009,0.024,0.18,0.07,0.0,0.41,0.54,3254939,0.493,Moyen
1306,PPP,Tech,Grande,SARL,1998,17,0.36,8,0.31,Turkey,Ouest,Cairo,Urbain,0.18,0.4,0.28,0.06,0.31,32,0.46,86,0.08,7595289,-0.12,0.39,6,0.1,0.12,0.02,1070373,263568,-0.14,0.05,0.14,3315291,7314585,0.73,0.25,4.66,1.53,1.45,49904,-22942,663446,411591,1743389,30324,1.68,0.63,1,9237,7,10862,64511,190691,0.21,0,3,3,6,0.16,0.47,0.28,0.31,0.11,0.19,0.09,0.38,0.38,PPP,4440096,0.11,C,0.1,0.19,0,0.26,0.32,0.35,0.17,0.65,0.37,0.21,0.51,0.44,0,0.19,0.39,0.086,0.03,0.29,0.43,0.05,0.29,0.52,4951790,0.463,Moyen
